GeneID,Term,Type,Description
LOC101245495,GO:0030527,MF,Structural constituent of chromatin
LOC101245495,GO:0031492,MF,Nucleosomal DNA binding
LOC101245495,GO:0045910,BP,Negative regulation of DNA recombination
LOC101245496,GO:0003854,MF,3-beta-hydroxy-delta5-steroid dehydrogenase (NAD+) activity
LOC101245496,GO:0006694,BP,Steroid biosynthetic process
LOC101245498,GO:0005515,MF,Protein binding
LOC101245498,GO:0006396,BP,RNA processing
LOC101245499,GO:0000445,CC,THO complex part of transcription export complex
LOC101245499,GO:0006406,BP,MRNA export from nucleus
LOC101245499,GO:0032784,BP,Regulation of DNA-templated transcription elongation
LOC101245501,GO:0009658,BP,Chloroplast organization
LOC101245501,GO:0009707,CC,Chloroplast outer membrane
LOC101245502,GO:0016020,CC,Membrane
LOC101245502,GO:0022857,MF,Transmembrane transporter activity
LOC101245502,GO:0055085,BP,Transmembrane transport
LOC101245503,GO:0005737,CC,Cytoplasm
LOC101245503,GO:0005829,CC,Cytosol
LOC101245503,GO:0006535,BP,Cysteine biosynthetic process from serine
LOC101245503,GO:0009001,MF,Serine O-acetyltransferase activity
LOC101245505,GO:0005634,CC,Nucleus
LOC101245506,GO:0016567,BP,Protein ubiquitination
TGA2.3,GO:0006351,BP,DNA-templated transcription
TGA2.3,GO:0043565,MF,Sequence-specific DNA binding
LOC101245512,GO:0008033,BP,TRNA processing
LOC101245512,GO:0017150,MF,TRNA dihydrouridine synthase activity
LOC101245512,GO:0050660,MF,Flavin adenine dinucleotide binding
LOC101245513,GO:0005737,CC,Cytoplasm
LOC101245513,GO:0009639,BP,Response to red or far red light
LOC101245513,GO:0016607,CC,Nuclear speck
LOC101245513,GO:0051457,BP,Maintenance of protein location in nucleus
LOC101245513,GO:0061608,MF,Nuclear import signal receptor activity
LOC101245514,GO:0008168,MF,Methyltransferase activity
LOC101245514,GO:0045488,BP,Pectin metabolic process
LOC101245516,GO:0005789,CC,Endoplasmic reticulum membrane
LOC101245516,GO:0006487,BP,Protein N-linked glycosylation
LOC101245516,GO:0042281,MF,Dolichyl pyrophosphate Man9GlcNAc2 alpha-1;3-glucosyltransferase activity
LOC101245517,GO:0044183,MF,Protein folding chaperone
LOC101245517,GO:0110102,BP,Ribulose bisphosphate carboxylase complex assembly
LOC101245518,GO:0005886,CC,Plasma membrane
LOC101245518,GO:0006865,BP,Amino acid transport
LOC101245518,GO:0015171,MF,Amino acid transmembrane transporter activity
LOC101245518,GO:0055085,BP,Transmembrane transport
LOC101245519,GO:0000256,BP,Allantoin catabolic process
LOC101245519,GO:0004038,MF,Allantoinase activity
LOC101245519,GO:0005737,CC,Cytoplasm
LOC101245519,GO:0006145,BP,Purine nucleobase catabolic process
LOC101245519,GO:0008270,MF,Zinc ion binding
LOC101245519,GO:0050897,MF,Cobalt ion binding
LOC101245520,GO:0005515,MF,Protein binding
LOC101245521,GO:0006869,BP,Lipid transport
LOC101245521,GO:0008289,MF,Lipid binding
LOC101245521,GO:0016020,CC,Membrane
LOC101245525,GO:0003676,MF,Nucleic acid binding
LOC101245525,GO:0008270,MF,Zinc ion binding
LOC101245527,GO:0003723,MF,RNA binding
LOC101245527,GO:0005515,MF,Protein binding
LOC101245527,GO:0009451,BP,RNA modification
LOC101245527,GO:0043231,CC,Intracellular membrane-bounded organelle
LOC101245529,GO:0005047,MF,Signal recognition particle binding
LOC101245529,GO:0005786,CC,Signal recognition particle; endoplasmic reticulum targeting
LOC101245529,GO:0006614,BP,SRP-dependent cotranslational protein targeting to membrane
LOC101245529,GO:0008312,MF,7S RNA binding
LOC101245529,GO:0030942,MF,Endoplasmic reticulum signal peptide binding
LOC101245532,GO:0080043,MF,Quercetin 3-O-glucosyltransferase activity
LOC101245532,GO:0080044,MF,Quercetin 7-O-glucosyltransferase activity
LOC101245534,GO:0000786,CC,Nucleosome
LOC101245534,GO:0003690,MF,Double-stranded DNA binding
LOC101245534,GO:0005634,CC,Nucleus
LOC101245534,GO:0005730,CC,Nucleolus
LOC101245534,GO:0006334,BP,Nucleosome assembly
LOC101245534,GO:0030261,BP,Chromosome condensation
LOC101245534,GO:0031492,MF,Nucleosomal DNA binding
LOC101245534,GO:0045910,BP,Negative regulation of DNA recombination
LOC101245535,GO:0030599,MF,Pectinesterase activity
LOC101245535,GO:0042545,BP,Cell wall modification
LOC101245535,GO:0045490,BP,Pectin catabolic process
LOC101245539,GO:0005509,MF,Calcium ion binding
LOC101245542,GO:0007165,BP,Signal transduction
LOC101245543,GO:0005515,MF,Protein binding
LOC101245544,GO:0005739,CC,Mitochondrion
LOC101245544,GO:0006457,BP,Protein folding
LOC101245544,GO:0008270,MF,Zinc ion binding
LOC101245544,GO:0030150,BP,Protein import into mitochondrial matrix
LOC101245544,GO:0050821,BP,Protein stabilization
LOC101245544,GO:0051087,MF,Protein-folding chaperone binding
LOC101245546,GO:0003700,MF,DNA-binding transcription factor activity
LOC101245546,GO:0005634,CC,Nucleus
LOC101245546,GO:0006355,BP,Regulation of DNA-templated transcription
LOC101245546,GO:0043565,MF,Sequence-specific DNA binding
LOC101245546,GO:0046983,MF,Protein dimerization activity
LOC101245548,GO:0012505,CC,Endomembrane system
LOC101245548,GO:0016020,CC,Membrane
LOC101245552,GO:0000245,BP,Spliceosomal complex assembly
LOC101245552,GO:0004674,MF,Protein serine/threonine kinase activity
LOC101245552,GO:0005524,MF,ATP binding
LOC101245552,GO:0018105,BP,Peptidyl-serine phosphorylation
LOC101245552,GO:0050684,BP,Regulation of mRNA processing
LOC101245553,GO:0005739,CC,Mitochondrion
LOC101245553,GO:0006552,BP,L-leucine catabolic process
LOC101245553,GO:0008470,MF,3-methylbutanoyl-CoA dehydrogenase activity
LOC101245553,GO:0050660,MF,Flavin adenine dinucleotide binding
LOC101245555,GO:0004707,MF,MAP kinase activity
LOC101245555,GO:0005524,MF,ATP binding
LOC101245555,GO:0005634,CC,Nucleus
LOC101245555,GO:0005737,CC,Cytoplasm
LOC101245555,GO:0006468,BP,Protein phosphorylation
LOC101245555,GO:0035556,BP,Intracellular signal transduction
LOC101245556,GO:0005524,MF,ATP binding
LOC101245556,GO:0005737,CC,Cytoplasm
LOC101245556,GO:0009507,CC,Chloroplast
LOC101245556,GO:0016301,MF,Kinase activity
LOC101245558,GO:0003746,MF,Translation elongation factor activity
LOC101245558,GO:0005515,MF,Protein binding
LOC101245558,GO:0005759,CC,Mitochondrial matrix
LOC101245558,GO:0070125,BP,Mitochondrial translational elongation
LOC101245559,GO:0000139,CC,Golgi membrane
LOC101245559,GO:0005789,CC,Endoplasmic reticulum membrane
LOC101245559,GO:0005793,CC,Endoplasmic reticulum-Golgi intermediate compartment
LOC101245559,GO:0006888,BP,Endoplasmic reticulum to Golgi vesicle-mediated transport
LOC101245559,GO:0030134,CC,COPII-coated ER to Golgi transport vesicle
LOC101245561,GO:0006629,BP,Lipid metabolic process
LOC101245561,GO:0008970,MF,Phospholipase A1 activity
LOC101245562,GO:0005634,CC,Nucleus
LOC101245562,GO:0006355,BP,Regulation of DNA-templated transcription
LOC101245563,GO:0003676,MF,Nucleic acid binding
LOC101245563,GO:0008270,MF,Zinc ion binding
MBF1c,GO:0003677,MF,DNA binding
MBF1c,GO:0005634,CC,Nucleus
LOC101245565,GO:0005515,MF,Protein binding
LOC101245565,GO:0016491,MF,Oxidoreductase activity
LOC101245566,GO:0005515,MF,Protein binding
LOC101245567,GO:0005515,MF,Protein binding
LOC101245569,GO:0007064,BP,Mitotic sister chromatid cohesion
LOC101245569,GO:0008080,MF,N-acetyltransferase activity
LOC101245569,GO:0031415,CC,NatA complex
LOC101245570,GO:0000155,MF,Phosphorelay sensor kinase activity
LOC101245570,GO:0000160,BP,Phosphorelay signal transduction system
LOC101245570,GO:0005886,CC,Plasma membrane
LOC101245570,GO:0009927,MF,Histidine phosphotransfer kinase activity
LOC101245570,GO:0046777,BP,Protein autophosphorylation
LOC101245571,GO:0012511,CC,Monolayer-surrounded lipid storage body
LOC101245571,GO:0016020,CC,Membrane
LOC101245571,GO:0019915,BP,Lipid storage
LOC101245572,GO:0000506,CC,Glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex
LOC101245572,GO:0006506,BP,GPI anchor biosynthetic process
LOC101245572,GO:0017176,MF,Phosphatidylinositol N-acetylglucosaminyltransferase activity
NAOAT,GO:0006525,BP,Arginine metabolic process
NAOAT,GO:0008483,MF,Transaminase activity
NAOAT,GO:0009570,CC,Chloroplast stroma
NAOAT,GO:0030170,MF,Pyridoxal phosphate binding
NAOAT,GO:0042802,MF,Identical protein binding
LOC101245574,GO:0003735,MF,Structural constituent of ribosome
LOC101245574,GO:0005840,CC,Ribosome
LOC101245574,GO:0006412,BP,Translation
LOC101245576,GO:0003723,MF,RNA binding
LOC101245576,GO:0005515,MF,Protein binding
LOC101245576,GO:0009451,BP,RNA modification
LOC101245576,GO:0043231,CC,Intracellular membrane-bounded organelle
LOC101245577,GO:0000209,BP,Protein polyubiquitination
LOC101245577,GO:0004553,MF,Hydrolase activity; hydrolyzing O-glycosyl compounds
LOC101245577,GO:0005634,CC,Nucleus
LOC101245577,GO:0005886,CC,Plasma membrane
LOC101245577,GO:0005975,BP,Carbohydrate metabolic process
LOC101245577,GO:0061631,MF,Ubiquitin conjugating enzyme activity
LOC101245581,GO:0004672,MF,Protein kinase activity
LOC101245581,GO:0005524,MF,ATP binding
LOC101245581,GO:0006468,BP,Protein phosphorylation
LOC101245582,GO:0006486,BP,Protein glycosylation
LOC101245582,GO:0016757,MF,Glycosyltransferase activity
LOC101245583,GO:0009507,CC,Chloroplast
LOC101245583,GO:0009523,CC,Photosystem II
LOC101245583,GO:0009535,CC,Chloroplast thylakoid membrane
LOC101245583,GO:0015979,BP,Photosynthesis
LOC101245583,GO:0042549,BP,Photosystem II stabilization
LOC101245584,GO:0003924,MF,GTPase activity
LOC101245584,GO:0005525,MF,GTP binding
LOC101245584,GO:0016192,BP,Vesicle-mediated transport
LOC101245587,GO:0016779,MF,Nucleotidyltransferase activity
LOC101245587,GO:0031123,BP,RNA 3'-end processing
LOC101245589,GO:0016491,MF,Oxidoreductase activity
LOC101245590,GO:0008757,MF,S-adenosylmethionine-dependent methyltransferase activity
LOC101245591,GO:0000463,BP,Maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA; 5.8S rRNA; LSU-rRNA)
LOC101245591,GO:0005515,MF,Protein binding
LOC101245591,GO:0030687,CC,Preribosome; large subunit precursor
LOC101245591,GO:0042254,BP,Ribosome biogenesis
LOC101245591,GO:0043021,MF,Ribonucleoprotein complex binding
LOC101245591,GO:0070545,CC,PeBoW complex
LOC101245592,GO:0005096,MF,GTPase activator activity
LOC101245593,GO:0005381,MF,Iron ion transmembrane transporter activity
LOC101245593,GO:0005384,MF,Manganese ion transmembrane transporter activity
LOC101245593,GO:0006880,BP,Intracellular sequestering of iron ion
LOC101245593,GO:0016020,CC,Membrane
LOC101245593,GO:0030026,BP,Intracellular manganese ion homeostasis
LOC101245597,GO:0003713,MF,Transcription coactivator activity
LOC101245597,GO:0006357,BP,Regulation of transcription by RNA polymerase II
LOC101245597,GO:0016592,CC,Mediator complex
LOC101245598,GO:0008270,MF,Zinc ion binding
LOC101245600,GO:0008289,MF,Lipid binding
LOC101245601,GO:0046872,MF,Metal ion binding
LOC101245603,GO:0003676,MF,Nucleic acid binding
LOC101245603,GO:0004523,MF,RNA-DNA hybrid ribonuclease activity
LOC101245604,GO:0003676,MF,Nucleic acid binding
LOC101245605,GO:0005506,MF,Iron ion binding
LOC101245605,GO:0007275,BP,Multicellular organism development
LOC101245605,GO:0010268,BP,Brassinosteroid homeostasis
LOC101245605,GO:0016125,BP,Sterol metabolic process
LOC101245605,GO:0016132,BP,Brassinosteroid biosynthetic process
LOC101245605,GO:0016709,MF,Oxidoreductase activity; acting on paired donors; with incorporation or reduction of molecular oxygen; NAD(P)H as one donor; and incorporation of one atom of oxygen
LOC101245605,GO:0020037,MF,Heme binding
LOC101245606,GO:0003777,MF,Microtubule motor activity
LOC101245606,GO:0005524,MF,ATP binding
LOC101245606,GO:0007018,BP,Microtubule-based movement
LOC101245606,GO:0008017,MF,Microtubule binding
LOC101245606,GO:0015630,CC,Microtubule cytoskeleton
LOC101245608,GO:0005739,CC,Mitochondrion
LOC101245609,GO:0003677,MF,DNA binding
LOC101245609,GO:0006355,BP,Regulation of DNA-templated transcription
LOC101245610,GO:0004601,MF,Peroxidase activity
LOC101245610,GO:0006979,BP,Response to oxidative stress
LOC101245610,GO:0020037,MF,Heme binding
LOC101245610,GO:0042744,BP,Hydrogen peroxide catabolic process
LOC101245612,GO:0004805,MF,Trehalose-phosphatase activity
LOC101245612,GO:0005829,CC,Cytosol
LOC101245612,GO:0005992,BP,Trehalose biosynthetic process
LOC101245612,GO:0070413,BP,Trehalose metabolism in response to stress
LOC101245614,GO:0003924,MF,GTPase activity
LOC101245614,GO:0005525,MF,GTP binding
LOC101245614,GO:0005737,CC,Cytoplasm
LOC101245614,GO:0005874,CC,Microtubule
LOC101245614,GO:0008017,MF,Microtubule binding
LOC101245614,GO:0016020,CC,Membrane
LOC101245615,GO:0004672,MF,Protein kinase activity
LOC101245615,GO:0005515,MF,Protein binding
LOC101245615,GO:0005524,MF,ATP binding
LOC101245615,GO:0006468,BP,Protein phosphorylation
LOC101245616,GO:0004620,MF,Phospholipase activity
LOC101245616,GO:0006629,BP,Lipid metabolic process
LOC101245618,GO:0005794,CC,Golgi apparatus
LOC101245618,GO:0051753,MF,Mannan synthase activity
LOC101245619,GO:2000028,BP,Regulation of photoperiodism; flowering
LOC101245621,GO:0000462,BP,Maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA; 5.8S rRNA; LSU-rRNA)
LOC101245621,GO:0005730,CC,Nucleolus
LOC101245621,GO:0032040,CC,Small-subunit processome
LOC101245622,GO:0005618,CC,Cell wall
LOC101245622,GO:0030145,MF,Manganese ion binding
LOC101245623,GO:0008375,MF,Acetylglucosaminyltransferase activity
LOC101245624,GO:0005515,MF,Protein binding
LOC101245625,GO:0005783,CC,Endoplasmic reticulum
LOC101245625,GO:0008289,MF,Lipid binding
LOC101245626,GO:0006833,BP,Water transport
LOC101245626,GO:0015250,MF,Water channel activity
LOC101245626,GO:0016020,CC,Membrane
LOC101245626,GO:0055085,BP,Transmembrane transport
LOC101245628,GO:0015020,MF,Glucuronosyltransferase activity
LOC101245628,GO:0016020,CC,Membrane
LOC101245630,GO:0005515,MF,Protein binding
LOC101245630,GO:0005737,CC,Cytoplasm
LOC101245630,GO:0017196,BP,N-terminal peptidyl-methionine acetylation
LOC101245632,GO:0005085,MF,Guanyl-nucleotide exchange factor activity
LOC101245632,GO:0005784,CC,Sec61 translocon complex
LOC101245632,GO:0006616,BP,SRP-dependent cotranslational protein targeting to membrane; translocation
LOC101245632,GO:0016020,CC,Membrane
LOC101245632,GO:0031204,BP,Post-translational protein targeting to membrane; translocation
LOC101245633,GO:0046983,MF,Protein dimerization activity
LOC101245634,GO:0003950,MF,NAD+-protein poly-ADP-ribosyltransferase activity
LOC101245636,GO:0003677,MF,DNA binding
LOC101245636,GO:0003700,MF,DNA-binding transcription factor activity
LOC101245636,GO:0006355,BP,Regulation of DNA-templated transcription
LOC101245637,GO:0004672,MF,Protein kinase activity
LOC101245637,GO:0005515,MF,Protein binding
LOC101245637,GO:0005524,MF,ATP binding
LOC101245637,GO:0006468,BP,Protein phosphorylation
LOC101245639,GO:0016274,MF,Protein-arginine N-methyltransferase activity
LOC101245639,GO:0018216,BP,Peptidyl-arginine methylation
LOC101245641,GO:0000785,CC,Chromatin
LOC101245641,GO:0005515,MF,Protein binding
LOC101245641,GO:0005634,CC,Nucleus
LOC101245641,GO:0006355,BP,Regulation of DNA-templated transcription
LOC101245641,GO:0008270,MF,Zinc ion binding
LOC101245641,GO:0046975,MF,Histone H3K36 methyltransferase activity
LOC101245642,GO:0003677,MF,DNA binding
LOC101245642,GO:0005634,CC,Nucleus
LOC101245643,GO:0004190,MF,Aspartic-type endopeptidase activity
LOC101245643,GO:0006508,BP,Proteolysis
LOC101245646,GO:0004864,MF,Protein phosphatase inhibitor activity
LOC101245646,GO:0005737,CC,Cytoplasm
LOC101245649,GO:0005524,MF,ATP binding
LOC101245649,GO:0008540,CC,Proteasome regulatory particle; base subcomplex
LOC101245649,GO:0016887,MF,ATP hydrolysis activity
LOC101245649,GO:0036402,MF,Proteasome-activating activity
LOC101245649,GO:0043161,BP,Proteasome-mediated ubiquitin-dependent protein catabolic process
LOC101245652,GO:0000387,BP,Spliceosomal snRNP assembly
LOC101245652,GO:0000398,BP,MRNA splicing; via spliceosome
LOC101245652,GO:0003723,MF,RNA binding
LOC101245652,GO:0005682,CC,U5 snRNP
LOC101245652,GO:0005685,CC,U1 snRNP
LOC101245652,GO:0005686,CC,U2 snRNP
LOC101245652,GO:0005687,CC,U4 snRNP
LOC101245652,GO:0005689,CC,U12-type spliceosomal complex
LOC101245652,GO:0034719,CC,SMN-Sm protein complex
LOC101245652,GO:0043186,CC,P granule
LOC101245652,GO:0071004,CC,U2-type prespliceosome
LOC101245652,GO:0071011,CC,Precatalytic spliceosome
LOC101245652,GO:0071013,CC,Catalytic step 2 spliceosome
LOC101245652,GO:0097526,CC,Spliceosomal tri-snRNP complex
LOC101245653,GO:0016274,MF,Protein-arginine N-methyltransferase activity
LOC101245653,GO:0018216,BP,Peptidyl-arginine methylation
LOC101245654,GO:0005198,MF,Structural molecule activity
LOC101245654,GO:0005634,CC,Nucleus
LOC101245654,GO:0005829,CC,Cytosol
LOC101245654,GO:0006511,BP,Ubiquitin-dependent protein catabolic process
LOC101245654,GO:0008541,CC,Proteasome regulatory particle; lid subcomplex
LOC101245655,GO:0005737,CC,Cytoplasm
LOC101245655,GO:0005956,CC,Protein kinase CK2 complex
LOC101245655,GO:0019887,MF,Protein kinase regulator activity
LOC101245656,GO:0004843,MF,Cysteine-type deubiquitinase activity
LOC101245656,GO:0008270,MF,Zinc ion binding
LOC101245656,GO:0016579,BP,Protein deubiquitination
LOC101245657,GO:0005886,CC,Plasma membrane
LOC101245657,GO:0009705,CC,Plant-type vacuole membrane
LOC101245657,GO:0015271,MF,Outward rectifier potassium channel activity
LOC101245657,GO:0022841,MF,Potassium ion leak channel activity
LOC101245657,GO:0030322,BP,Stabilization of membrane potential
LOC101245657,GO:0071805,BP,Potassium ion transmembrane transport
LOC101245658,GO:0003723,MF,RNA binding
LOC101245658,GO:0003724,MF,RNA helicase activity
LOC101245658,GO:0005524,MF,ATP binding
LOC101245661,GO:0005507,MF,Copper ion binding
LOC101245661,GO:0046274,BP,Lignin catabolic process
LOC101245661,GO:0048046,CC,Apoplast
LOC101245661,GO:0052716,MF,Hydroquinone:oxygen oxidoreductase activity
LOC101245662,GO:0006486,BP,Protein glycosylation
LOC101245662,GO:0016757,MF,Glycosyltransferase activity
LOC101245664,GO:0006631,BP,Fatty acid metabolic process
LOC101245664,GO:0009570,CC,Chloroplast stroma
LOC101245664,GO:0045300,MF,Stearoyl-[ACP] desaturase activity
LOC101245666,GO:0005464,MF,UDP-xylose transmembrane transporter activity
LOC101245666,GO:0005794,CC,Golgi apparatus
LOC101245666,GO:0015297,MF,Antiporter activity
LOC101245667,GO:0004185,MF,Serine-type carboxypeptidase activity
LOC101245667,GO:0005615,CC,Extracellular space
LOC101245667,GO:0006508,BP,Proteolysis
LOC101245667,GO:0009742,BP,Brassinosteroid mediated signaling pathway
LOC101245668,GO:0004553,MF,Hydrolase activity; hydrolyzing O-glycosyl compounds
LOC101245668,GO:0005618,CC,Cell wall
LOC101245668,GO:0010411,BP,Xyloglucan metabolic process
LOC101245668,GO:0016762,MF,Xyloglucan:xyloglucosyl transferase activity
LOC101245668,GO:0042546,BP,Cell wall biogenesis
LOC101245668,GO:0048046,CC,Apoplast
LOC101245669,GO:0003712,MF,Transcription coregulator activity
LOC101245669,GO:0006355,BP,Regulation of DNA-templated transcription
LOC101245671,GO:0000220,CC,Vacuolar proton-transporting V-type ATPase; V0 domain
LOC101245671,GO:0007035,BP,Vacuolar acidification
LOC101245671,GO:0016471,CC,Vacuolar proton-transporting V-type ATPase complex
LOC101245671,GO:0046961,MF,Proton-transporting ATPase activity; rotational mechanism
LOC101245671,GO:0051117,MF,ATPase binding
LOC101245671,GO:1902600,BP,Proton transmembrane transport
LOC101245672,GO:0000307,CC,Cyclin-dependent protein kinase holoenzyme complex
LOC101245672,GO:0005524,MF,ATP binding
LOC101245672,GO:0005634,CC,Nucleus
LOC101245672,GO:0006468,BP,Protein phosphorylation
LOC101245672,GO:0008353,MF,RNA polymerase II CTD heptapeptide repeat kinase activity
LOC101245672,GO:0032968,BP,Positive regulation of transcription elongation by RNA polymerase II
LOC101245676,GO:0000139,CC,Golgi membrane
LOC101245676,GO:0006486,BP,Protein glycosylation
LOC101245676,GO:0008378,MF,Galactosyltransferase activity
LOC101245679,GO:0005524,MF,ATP binding
LOC101245679,GO:0005634,CC,Nucleus
LOC101245679,GO:0006351,BP,DNA-templated transcription
LOC101245679,GO:0006355,BP,Regulation of DNA-templated transcription
LOC101245679,GO:0032502,BP,Developmental process
LOC101245680,GO:0004477,MF,Methenyltetrahydrofolate cyclohydrolase activity
LOC101245680,GO:0004488,MF,Methylenetetrahydrofolate dehydrogenase (NADP+) activity
LOC101245680,GO:0005829,CC,Cytosol
LOC101245680,GO:0035999,BP,Tetrahydrofolate interconversion
LOC101245681,GO:0005886,CC,Plasma membrane
LOC101245681,GO:0006820,BP,Monoatomic anion transport
LOC101245681,GO:0008381,MF,Mechanosensitive monoatomic ion channel activity
LOC101245681,GO:0050982,BP,Detection of mechanical stimulus
LOC101245681,GO:0055085,BP,Transmembrane transport
LOC101245683,GO:0003746,MF,Translation elongation factor activity
LOC101245683,GO:0003924,MF,GTPase activity
LOC101245683,GO:0005525,MF,GTP binding
LOC101245683,GO:0005739,CC,Mitochondrion
LOC101245683,GO:0006414,BP,Translational elongation
LOC101245683,GO:0009507,CC,Chloroplast
LOC101245683,GO:0032543,BP,Mitochondrial translation
LOC101245683,GO:0032790,BP,Ribosome disassembly
LOC101245684,GO:0046872,MF,Metal ion binding
LOC101245685,GO:0005634,CC,Nucleus
LOC101245686,GO:0000470,BP,Maturation of LSU-rRNA
LOC101245686,GO:0003723,MF,RNA binding
LOC101245686,GO:0003735,MF,Structural constituent of ribosome
LOC101245686,GO:0006412,BP,Translation
LOC101245686,GO:0022625,CC,Cytosolic large ribosomal subunit
LOC101245688,GO:0005515,MF,Protein binding
LOC101245688,GO:0019005,CC,SCF ubiquitin ligase complex
LOC101245688,GO:0031146,BP,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
LOC101245689,GO:0008757,MF,S-adenosylmethionine-dependent methyltransferase activity
LOC101245689,GO:0032259,BP,Methylation
LOC101245692,GO:0005524,MF,ATP binding
LOC101245692,GO:0015616,MF,DNA translocase activity
LOC101245692,GO:0140658,MF,ATP-dependent chromatin remodeler activity
LOC101245693,GO:0005515,MF,Protein binding
LOC101245695,GO:0017022,MF,Myosin binding
LOC101245696,GO:0015137,MF,Citrate transmembrane transporter activity
LOC101245696,GO:0015297,MF,Antiporter activity
LOC101245696,GO:0016020,CC,Membrane
LOC101245696,GO:0042910,MF,Xenobiotic transmembrane transporter activity
LOC101245696,GO:0055085,BP,Transmembrane transport
LOC101245698,GO:0005506,MF,Iron ion binding
LOC101245698,GO:0009055,MF,Electron transfer activity
LOC101245698,GO:0009507,CC,Chloroplast
LOC101245698,GO:0043448,BP,Alkane catabolic process
LOC101245700,GO:0004553,MF,Hydrolase activity; hydrolyzing O-glycosyl compounds
LOC101245700,GO:0005618,CC,Cell wall
LOC101245700,GO:0010411,BP,Xyloglucan metabolic process
LOC101245700,GO:0016762,MF,Xyloglucan:xyloglucosyl transferase activity
LOC101245700,GO:0042546,BP,Cell wall biogenesis
LOC101245700,GO:0048046,CC,Apoplast
LOC101245702,GO:0003779,MF,Actin binding
LOC101245702,GO:0005737,CC,Cytoplasm
LOC101245702,GO:0007010,BP,Cytoskeleton organization
LOC101245702,GO:0007015,BP,Actin filament organization
LOC101245702,GO:0008179,MF,Adenylate cyclase binding
LOC101245702,GO:0019933,BP,CAMP-mediated signaling
LOC101245703,GO:0005524,MF,ATP binding
LOC101245703,GO:0007035,BP,Vacuolar acidification
LOC101245703,GO:0033180,CC,Proton-transporting V-type ATPase; V1 domain
LOC101245703,GO:0046034,BP,ATP metabolic process
LOC101245703,GO:0046961,MF,Proton-transporting ATPase activity; rotational mechanism
LOC101245703,GO:1902600,BP,Proton transmembrane transport
LOC101245704,GO:0006629,BP,Lipid metabolic process
LOC101245704,GO:0008970,MF,Phospholipase A1 activity
LOC101245707,GO:0003924,MF,GTPase activity
LOC101245707,GO:0005525,MF,GTP binding
LOC101245707,GO:0005783,CC,Endoplasmic reticulum
LOC101245707,GO:0016320,BP,Endoplasmic reticulum membrane fusion
LOC101245708,GO:0006629,BP,Lipid metabolic process
BOP3,GO:0000976,MF,Transcription cis-regulatory region binding
BOP3,GO:0005515,MF,Protein binding
BOP3,GO:0005634,CC,Nucleus
BOP3,GO:0006355,BP,Regulation of DNA-templated transcription
BOP3,GO:0009864,BP,Induced systemic resistance; jasmonic acid mediated signaling pathway
BOP3,GO:0099402,BP,Plant organ development
LOC101245711,GO:0005509,MF,Calcium ion binding
LOC101245713,GO:0030599,MF,Pectinesterase activity
LOC101245713,GO:0042545,BP,Cell wall modification
LOC101245713,GO:0046910,MF,Pectinesterase inhibitor activity
LOC101245714,GO:0009570,CC,Chloroplast stroma
LOC101245716,GO:0005737,CC,Cytoplasm
LOC101245716,GO:0016757,MF,Glycosyltransferase activity
LOC101245716,GO:0070085,BP,Glycosylation
LOC101245719,GO:0000287,MF,Magnesium ion binding
LOC101245719,GO:0005524,MF,ATP binding
LOC101245719,GO:0005886,CC,Plasma membrane
LOC101245719,GO:0016887,MF,ATP hydrolysis activity
LOC101245719,GO:0045332,BP,Phospholipid translocation
LOC101245719,GO:0140326,MF,ATPase-coupled intramembrane lipid transporter activity
LOC101245720,GO:0004144,MF,Diacylglycerol O-acyltransferase activity
LOC101245720,GO:0005789,CC,Endoplasmic reticulum membrane
LOC101245720,GO:0019432,BP,Triglyceride biosynthetic process
LOC101245721,GO:0006405,BP,RNA export from nucleus
LOC101245721,GO:0006606,BP,Protein import into nucleus
LOC101245721,GO:0017056,MF,Structural constituent of nuclear pore
LOC101245721,GO:0044611,CC,Nuclear pore inner ring
LOC101245724,GO:0005886,CC,Plasma membrane
LOC101245724,GO:0009506,CC,Plasmodesma
LOC101245724,GO:0098542,BP,Defense response to other organism
LOC101245726,GO:0005739,CC,Mitochondrion
LOC101245726,GO:0006400,BP,TRNA modification
LOC101245726,GO:0009691,BP,Cytokinin biosynthetic process
LOC101245726,GO:0052381,MF,TRNA dimethylallyltransferase activity
LOC101245728,GO:0004674,MF,Protein serine/threonine kinase activity
LOC101245728,GO:0005515,MF,Protein binding
LOC101245728,GO:0005524,MF,ATP binding
LOC101245728,GO:0006468,BP,Protein phosphorylation
LOC101245729,GO:0009416,BP,Response to light stimulus
LOC101245729,GO:0009535,CC,Chloroplast thylakoid membrane
LOC101245729,GO:0009768,BP,Photosynthesis; light harvesting in photosystem I
LOC101245729,GO:0009941,CC,Chloroplast envelope
LOC101245729,GO:0010287,CC,Plastoglobule
ABCI10,GO:0005524,MF,ATP binding
ABCI10,GO:0016887,MF,ATP hydrolysis activity
ABCI10,GO:0017004,BP,Cytochrome complex assembly
ABCI10,GO:0022857,MF,Transmembrane transporter activity
LOC101245737,GO:0001934,BP,Positive regulation of protein phosphorylation
LOC101245737,GO:0005080,MF,Protein kinase C binding
